# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 1000 bp upstream, 1000 bp downstream, 30000 bp max extension, curated regulatory domains included
A1BG	unnamed (+22875)
PIP4K2B	unnamed (-179)
PIP4K2C	unnamed (-2133), unnamed (-85)
PIP5K1A	unnamed (-120)
PIP5K1B	unnamed (-15403), unnamed (-3853)
PIP5K1C	unnamed (+16007)
PIP5KL1	unnamed (-464)
PIPOX	unnamed (-22845), unnamed (+26930), unnamed (+28493)
PIR	unnamed (+22283)
PISD	unnamed (-18481), unnamed (-3027), unnamed (-2363), unnamed (+12539)
PITHD1	unnamed (-395)
PITPNA	unnamed (-65), unnamed (+11690), unnamed (+13611)
PITPNC1	unnamed (+707)
PITPNM3	unnamed (-16285)
PITRM1	unnamed (-26501)
PITX3	unnamed (-277), unnamed (+4161)
PIWIL3	unnamed (+21270)
PIWIL4	unnamed (-2)
PJA2	unnamed (+14561)
PKD1	unnamed (-7575), unnamed (-252)
PKD2L2	unnamed (+11660)
PKDCC	unnamed (+2545), unnamed (+3210)
PKDREJ	unnamed (+8878)
PKHD1L1	unnamed (+5881), unnamed (+15812), unnamed (+16947)
PKIG	unnamed (+12279)
PKM	unnamed (+89), unnamed (+1018)
PKMYT1	unnamed (-25498), unnamed (-24606), unnamed (-23379), unnamed (-3288), unnamed (-24)
PKN1	unnamed (-14272), unnamed (-6980), unnamed (-6298), unnamed (-5065)
PKN2	unnamed (-26914), unnamed (-29)
PKN3	unnamed (-13602), unnamed (-12265)
PKNOX1	unnamed (-16697), unnamed (-2040), unnamed (-504), unnamed (-267), unnamed (+66), unnamed (+18126)
PKNOX2	unnamed (-15748)
PKP3	unnamed (-4920)
PLA2G10	unnamed (+21786)
PLA2G12A	unnamed (-12138), unnamed (-5857), unnamed (-188)
PLA2G16	unnamed (+742)
PLA2G1B	unnamed (-8261), unnamed (+2203), unnamed (+10044)
PLA2G2C	unnamed (+7891), unnamed (+14966)
PLA2G2D	unnamed (-16909)
PLA2G2E	unnamed (-15073), unnamed (-5576)
PLA2G2F	unnamed (-2860), unnamed (+20902), unnamed (+27977)
PLA2G3	unnamed (+9542)
PLA2G4A	unnamed (-1365)
PLA2G4C	unnamed (-24748), unnamed (-631), unnamed (-48), unnamed (+2878), unnamed (+20346)
PLA2G4D	unnamed (+2638), unnamed (+14707)
PLA2G4E	unnamed (-28657)
PLA2G4F	unnamed (-1907)
PLA2G5	unnamed (+19333)
PLA2G6	unnamed (-45), unnamed (+668), unnamed (+15632)
PLAC8	unnamed (-24858), unnamed (+29277)
PLAC9	unnamed (-14902), unnamed (+26057)
PLAGL1	unnamed (-4858), unnamed (+10916), unnamed (+22501)
PLAT	unnamed (-9802)
PLAU	unnamed (-1885), unnamed (+6097), unnamed (+15325), unnamed (+19769)
PLAUR	unnamed (-21631)
PLB1	unnamed (+12320)
PLBD1	unnamed (+457)
PLBD2	unnamed (-11920), unnamed (+11), unnamed (+10006)
PLCB2	unnamed (+16728)
PLCB3	unnamed (+18558), unnamed (+19851)
PLCD1	unnamed (+19934), unnamed (+26209), unnamed (+27794)
PLCG1	unnamed (+1096)
PLCG2	unnamed (-1156), unnamed (+21), unnamed (+16672), unnamed (+27656)
PLCH1	unnamed (+11042)
PLCH2	unnamed (-21910), unnamed (+10419)
PLCL1	unnamed (+17037)
PLCXD1	unnamed (+2164)
PLCXD3	unnamed (+28213)
PLD1	unnamed (-3841), unnamed (+13694)
PLD3	unnamed (-148), unnamed (+12151), unnamed (+12796), unnamed (+14617), unnamed (+19391)
PLD4	unnamed (-27994), unnamed (-5524), unnamed (-472), unnamed (+8650)
PLD6	unnamed (-196), unnamed (+1488)
PLEC	unnamed (-5906), unnamed (-1289), unnamed (+1099), unnamed (+2255), unnamed (+6820), unnamed (+16841), unnamed (+22268)
PLEK	unnamed (-9565), unnamed (-2975), unnamed (+1269)
PLEK2	unnamed (-18248), unnamed (-8210)
PLEKHA2	unnamed (+13362)
PLEKHA3	unnamed (-196)
PLEKHA4	unnamed (+2202), unnamed (+24065), unnamed (+29739)
PLEKHA7	unnamed (-7214), unnamed (+28949)
PLEKHB1	unnamed (-18083), unnamed (+15333)
PLEKHB2	unnamed (-238), unnamed (+1580), unnamed (+8108)
PLEKHF2	unnamed (-28955), unnamed (-2411), unnamed (-259)
PLEKHG1	unnamed (-15516), unnamed (+26289)
PLEKHG2	unnamed (-284), unnamed (+83), unnamed (+18489)
PLEKHG4	unnamed (+2026)
PLEKHG4B	unnamed (+2255), unnamed (+29414)
PLEKHG5	unnamed (-26687)
PLEKHG6	unnamed (-7855), unnamed (+25334)
PLEKHG7	unnamed (-11680), unnamed (+2760)
PLEKHH3	unnamed (-1540), unnamed (-247)
PLEKHM1	unnamed (-21810), unnamed (-9889), unnamed (-6844), unnamed (-2336), unnamed (-76), unnamed (+6990)
PLEKHM2	unnamed (-14263), unnamed (-7405), unnamed (-5601), unnamed (+476)
PLEKHM3	unnamed (-14)
PLEKHN1	unnamed (-4877), unnamed (+587), unnamed (+12144)
PLEKHO1	unnamed (-14484), unnamed (+13480)
PLEKHO2	unnamed (-5960), unnamed (+15060)
PLET1	unnamed (-29085), unnamed (-18127), unnamed (-16106)
PLGLB1	unnamed (-8425), unnamed (+27582)
PLGLB2	unnamed (-8438), unnamed (+27579)
PLIN1	unnamed (+19036)
PLIN2	unnamed (-26693), unnamed (-5691), unnamed (+25), unnamed (+10956), unnamed (+19342), unnamed (+22862)
PLIN3	unnamed (-2465), unnamed (-1930), unnamed (-177), unnamed (+25033)
PLIN4	unnamed (-2571), unnamed (-859)
PLIN5	unnamed (-94), unnamed (+14949)
PLK1	unnamed (-96), unnamed (+21938)
PLK3	unnamed (-47), unnamed (+1989)
PLK5	unnamed (-8374), unnamed (-2049), unnamed (+1540), unnamed (+8955), unnamed (+10560), unnamed (+17788)
PLLP	unnamed (-20958), unnamed (-3639), unnamed (-2604), unnamed (+15679)
PLN	unnamed (+26157)
PLOD1	unnamed (-4768), unnamed (+6109), unnamed (+12132), unnamed (+14510)
PLOD3	unnamed (+834)
PLP2	unnamed (-15522), unnamed (-10416), unnamed (-7668)
PLPP1	unnamed (+25036)
PLPP2	unnamed (-200)
PLPP4	unnamed (-20130)
PLPP7	unnamed (-18951), unnamed (-16444), unnamed (-14848), unnamed (-4712), unnamed (+6975)
PLPPR2	unnamed (-2026), unnamed (-1710)
PLPPR3	unnamed (+10614)
PLRG1	unnamed (+41)
PLS1	unnamed (-27743), unnamed (-4399), unnamed (+24578)
PLS3	unnamed (+1542)
PLSCR1	unnamed (-8241), unnamed (-6426)
PLSCR2	unnamed (-223)
PLTP	unnamed (-57), unnamed (+18678)
PLVAP	unnamed (-22054), unnamed (+7074), unnamed (+25266)
PLXDC1	unnamed (-1406), unnamed (+7070), unnamed (+11634)
PLXNA1	unnamed (-2384)
PLXNA2	unnamed (+24524)
PLXNA3	unnamed (-376)
PLXNA4	unnamed (-13734)
PLXNB1	unnamed (-6666), unnamed (-5280), unnamed (+26996)
PLXNB3	unnamed (-20411), unnamed (+1614), unnamed (+12194)
PLXNC1	unnamed (-20282), unnamed (+23529)
PLXND1	unnamed (-27658), unnamed (-20092), unnamed (-8250), unnamed (+7108)
PMAIP1	unnamed (-17388), unnamed (-2234), unnamed (+5180), unnamed (+18557), unnamed (+23342), unnamed (+27615)
PMEPA1	unnamed (-26621), unnamed (-25713), unnamed (-8784)
PMFBP1	unnamed (-25933), unnamed (-307), unnamed (+19827)
PMM1	unnamed (+26753)
PMM2	unnamed (-401), unnamed (-137)
PMP22	unnamed (-11031)
PMPCB	unnamed (-25984)
PMS1	unnamed (+13017)
PMS2	unnamed (-369)
PMVK	unnamed (-293), unnamed (+444)
PNCK	unnamed (-4379), unnamed (+6230), unnamed (+6999)
PNISR	unnamed (-81)
PNKD	unnamed (-869), unnamed (-139)
PNKP	unnamed (-2654), unnamed (-568), unnamed (-77), unnamed (+304)
PNLDC1	unnamed (+10279)
PNMA1	unnamed (-13851), unnamed (+516)
PNMA3	unnamed (-612), unnamed (+11360)
PNMA5	unnamed (+22677)
PNMA6A	unnamed (-4086), unnamed (-121), unnamed (+5189), unnamed (+5473), unnamed (+9163)
PNN	unnamed (+29018)
PNO1	unnamed (+34), unnamed (+11637)
PNP	unnamed (+8404)
PNPLA1	unnamed (-28444), unnamed (-3369)
PNPLA2	unnamed (-2328)
PNPLA3	unnamed (-19570), unnamed (+24004)
PNPLA5	unnamed (-12156)
PNPLA6	unnamed (+6659), unnamed (+26703)
PNPLA7	unnamed (+92), unnamed (+4301), unnamed (+15483), unnamed (+25042)
PNPLA8	unnamed (-12195), unnamed (-9382), unnamed (-147), unnamed (+85)
PNPO	unnamed (+144), unnamed (+5640), unnamed (+21548)
PNPT1	unnamed (-11516), unnamed (+80)
PNRC2	unnamed (-22261), unnamed (-1350), unnamed (-620)
POC1A	unnamed (-457), unnamed (+26132)
POC1B-GALNT4	unnamed (-24110)
POC5	unnamed (-19728), unnamed (+329), unnamed (+10472)
PODN	unnamed (-17077), unnamed (-15035)
PODNL1	unnamed (-3931), unnamed (+16809)
PODXL	unnamed (-29933), unnamed (-8196), unnamed (-1437)
POFUT2	unnamed (-21330), unnamed (-11635), unnamed (-1902), unnamed (+8967)
POGK	unnamed (-606)
POGLUT1	unnamed (-2)
POLA2	unnamed (+56), unnamed (+13392)
POLB	unnamed (-8365), unnamed (-476)
POLD1	unnamed (-206)
POLD2	unnamed (-7820), unnamed (+9899)
POLD3	unnamed (-27581)
POLDIP2	unnamed (-116)
POLDIP3	unnamed (-6708), unnamed (-457)
POLE3	unnamed (+271)
POLE4	unnamed (-184), unnamed (+512)
POLG	unnamed (-16879), unnamed (-174)
POLH	unnamed (-88)
POLI	unnamed (-16), unnamed (+10901)
POLK	unnamed (-1623)
POLM	unnamed (-10952), unnamed (+1149)
POLR1A	unnamed (+308)
POLR1B	unnamed (+143)
POLR1C	unnamed (+86), unnamed (+6047)
POLR1D	unnamed (-2)
POLR1E	unnamed (-18227), unnamed (-69), unnamed (+1352)
POLR2A	unnamed (-899)
POLR2B	unnamed (-19359)
POLR2D	unnamed (-28066), unnamed (-16923), unnamed (-6894), unnamed (-1757), unnamed (+27153)
POLR2E	unnamed (-6627), unnamed (-4360), unnamed (+12567), unnamed (+13160), unnamed (+21779), unnamed (+28066), unnamed (+28337)
POLR2G	unnamed (+36)
POLR2I	unnamed (+372)
POLR2J	unnamed (-26925), unnamed (-26481), unnamed (-14558), unnamed (-9421), unnamed (-3797)
POLR2J2	unnamed (-16897), unnamed (-14948), unnamed (-9372), unnamed (-1691), unnamed (+1250)
POLR2J3	unnamed (-11112), unnamed (-9392), unnamed (-1689), unnamed (-106)
POLR2K	unnamed (+5571)
POLR2L	unnamed (-376), unnamed (+3864)
POLR2M	unnamed (-24322), unnamed (-82)
POLR3A	unnamed (-422), unnamed (-6)
POLR3B	unnamed (-28713), unnamed (-11583), unnamed (+104)
POLR3C	unnamed (-233)
POLR3D	unnamed (-28546), unnamed (-25019), unnamed (-17273), unnamed (+41)
POLR3E	unnamed (-15100), unnamed (-10493), unnamed (-14), unnamed (+934)
POLR3H	unnamed (-1018), unnamed (+41), unnamed (+20679)
POLR3K	unnamed (+121), unnamed (+608), unnamed (+746)
POLRMT	unnamed (-54), unnamed (+22668), unnamed (+28170)
POM121	unnamed (-12377), unnamed (-53), unnamed (+5966)
POM121C	unnamed (-1855), unnamed (+5820)
POM121L2	unnamed (-20721), unnamed (-2084), unnamed (+13887), unnamed (+21036), unnamed (+21995)
POMC	unnamed (-5019), unnamed (+3374)
POMGNT1	unnamed (-18695)
POMGNT2	unnamed (+1817)
POMP	unnamed (-22120), unnamed (-9564)
POMZP3	unnamed (-41), unnamed (+18173), unnamed (+21043)
PON1	unnamed (-9842)
PON2	unnamed (+356)
PON3	unnamed (-2006)
POP1	unnamed (-52)
POP4	unnamed (-7852), unnamed (+2224), unnamed (+20960)
POP5	unnamed (-17956), unnamed (-10818), unnamed (+28384)
POP7	unnamed (-12149), unnamed (-11534), unnamed (-68)
POPDC2	unnamed (+17313), unnamed (+21567)
POPDC3	unnamed (-25087)
POR	unnamed (+23066), unnamed (+29018)
PORCN	unnamed (-22120), unnamed (-12899), unnamed (+4117)
POT1	unnamed (+29)
POTEE	unnamed (-8573)
POTEF	unnamed (-169)
POTEI	unnamed (-7313)
POTEJ	unnamed (-7676)
POU2F1	unnamed (+4359)
POU2F2	unnamed (-11524)
POU2F3	unnamed (+177), unnamed (+20816)
POU3F2	unnamed (-12663), unnamed (-57)
POU4F1	unnamed (-131)
POU5F1	unnamed (-26421), unnamed (-5443)
POU5F1B	unnamed (-27803)
POU6F1	unnamed (-433)
POU6F2	unnamed (-4023), unnamed (-136)
PP2D1	unnamed (-11659), unnamed (-10735)
PPA1	unnamed (-12872), unnamed (-167)
PPA2	unnamed (-21515), unnamed (+11361), unnamed (+24842)
PPAN	unnamed (+19)
PPAN-P2RY11	unnamed (-87)
PPARA	unnamed (-29253), unnamed (-17248)
PPARD	unnamed (-14334), unnamed (-146), unnamed (+20866)
PPARGC1B	unnamed (+662), unnamed (+1413), unnamed (+2297)
PPAT	unnamed (-846), unnamed (-114), unnamed (+151)
PPCDC	unnamed (-23684), unnamed (-35), unnamed (+5918), unnamed (+20288), unnamed (+23714)
PPCS	unnamed (-507)
PPDPF	unnamed (-15123), unnamed (-6072), unnamed (+3058), unnamed (+3685), unnamed (+4381)
PPEF1	unnamed (-3690)
PPEF2	unnamed (-8521)
PPFIA1	unnamed (-23160), unnamed (-9193), unnamed (+432)
PPFIA3	unnamed (-353), unnamed (+8650), unnamed (+9136)
PPFIA4	unnamed (-8112), unnamed (-5043), unnamed (+1272)
PPFIBP2	unnamed (+170)
PPHLN1	unnamed (-134)
PPIA	unnamed (-21079), unnamed (-118), unnamed (+395), unnamed (+18463)
PPIAL4C	unnamed (+29124)
PPIAL4G	unnamed (+29461)
PPIB	unnamed (-44)
PPID	unnamed (-69)
PPIF	unnamed (-10451), unnamed (+661)
PPIG	unnamed (-202)
PPIH	unnamed (-351), unnamed (-45)
PPIL1	unnamed (+247), unnamed (+12601), unnamed (+21451), unnamed (+26249), unnamed (+28786)
PPIL2	unnamed (-8508), unnamed (-72)
PPIL3	unnamed (-64), unnamed (+15523)
PPIL4	unnamed (-106)
PPIL6	unnamed (-16547), unnamed (+473)
PPIP5K1	unnamed (-11)
PPL	unnamed (+12763), unnamed (+24718)
PPM1A	unnamed (+2396), unnamed (+2614), unnamed (+4754)
PPM1B	unnamed (-4051), unnamed (-445), unnamed (-109)
PPM1E	unnamed (-312)
PPM1F	unnamed (-21540), unnamed (+14628)
PPM1G	unnamed (+16790)
PPM1H	unnamed (-20616), unnamed (-284), unnamed (+20272)
PPM1J	unnamed (+19)
PPM1K	unnamed (+7062)
PPM1M	unnamed (-5374)
PPM1N	unnamed (+917), unnamed (+3368)
PPOX	unnamed (-25)
PPP1CC	unnamed (-20149), unnamed (-3665), unnamed (+135)
PPP1R10	unnamed (-227)
PPP1R11	unnamed (+57)
PPP1R12A	unnamed (-13208), unnamed (-3869), unnamed (+22)
PPP1R12B	unnamed (-127)
PPP1R12C	unnamed (-17505), unnamed (+1198), unnamed (+3793), unnamed (+16101)
PPP1R13B	unnamed (-95)
PPP1R13L	unnamed (-298), unnamed (+436)
PPP1R14B	unnamed (-416)
PPP1R14C	unnamed (+22945)
PPP1R14D	unnamed (-692), unnamed (+2441)
PPP1R15A	unnamed (-155), unnamed (+1243), unnamed (+2786), unnamed (+3065), unnamed (+4076), unnamed (+6440)
PPP1R15B	unnamed (-20264), unnamed (-200)
PPP1R16B	unnamed (+23011)
PPP1R18	unnamed (+379)
PPP1R1B	unnamed (-9048)
PPP1R2	unnamed (-27627), unnamed (-22451), unnamed (-13193)
PPP1R21	unnamed (-6992)
PPP1R26	unnamed (-16366), unnamed (-739)
PPP1R2P3	unnamed (+6546)
PPP1R32	unnamed (-17594), unnamed (-10059), unnamed (+15104)
PPP1R35	unnamed (-8038), unnamed (-27)
PPP1R37	unnamed (-1761), unnamed (+5447)
PPP1R3B	unnamed (-23299), unnamed (-22342), unnamed (-13966), unnamed (-977), unnamed (-412)
PPP1R3C	unnamed (-28993), unnamed (+19265)
PPP1R3D	unnamed (-15186), unnamed (-207)
PPP1R3E	unnamed (+1314), unnamed (+7678)
PPP1R7	unnamed (+896)
PPP1R8	unnamed (-29)
PPP1R9B	unnamed (+2103), unnamed (+6117), unnamed (+10489), unnamed (+25362)
PPP2CA	unnamed (-16202)
PPP2R1A	unnamed (+27721)
PPP2R2A	unnamed (-13947)
PPP2R2C	unnamed (-11471), unnamed (+8765)
PPP2R2D	unnamed (+1781), unnamed (+22601)
PPP2R3C	unnamed (+29), unnamed (+302)
PPP2R5A	unnamed (-23825), unnamed (-697), unnamed (-118)
PPP2R5B	unnamed (-45)
PPP2R5C	unnamed (-1328)
PPP3CB	unnamed (-21604), unnamed (-10)
PPP3CC	unnamed (+64), unnamed (+603), unnamed (+2705)
PPP3R1	unnamed (-273), unnamed (+27155)
PPP4C	unnamed (-11600), unnamed (+11635)
PPP4R2	unnamed (+28307)
PPP4R3A	unnamed (-14037)
PPP4R3B	unnamed (-13110), unnamed (-92), unnamed (+1959)
PPP5C	unnamed (+562), unnamed (+8763)
PPP6C	unnamed (-6558), unnamed (+19)
PPP6R1	unnamed (-3052), unnamed (+1837)
PPP6R2	unnamed (+24666)
PPP6R3	unnamed (+9829)
PPRC1	unnamed (+617)
PPT1	unnamed (+487), unnamed (+12421)
PPTC7	unnamed (-7635), unnamed (-6954)
PPY	unnamed (-19201), unnamed (+4092), unnamed (+13526), unnamed (+17560)
PQBP1	unnamed (+914)
PQLC1	unnamed (-8589), unnamed (-167)
PQLC2	unnamed (-5), unnamed (+388), unnamed (+1495)
PRAC1	unnamed (+6827)
PRADC1	unnamed (+396)
PRAF2	unnamed (-26000)
PRAG1	unnamed (+14478), unnamed (+23810)
PRAM1	unnamed (-2968), unnamed (-1979)
PRAME	unnamed (-19983), unnamed (-3747), unnamed (+96), unnamed (+2202), unnamed (+22897)
PRAMEF14	unnamed (+19974)
PRAMEF15	unnamed (+11579)
PRAMEF18	unnamed (-23275)
PRAMEF2	unnamed (+17547)
PRAMEF4	unnamed (+11568)
PRAMEF5	unnamed (-4831), unnamed (+11880)
PRAMEF6	unnamed (-4850)
PRAMEF8	unnamed (+19062)
PRAP1	unnamed (-4085), unnamed (+3382)
PRB1	unnamed (+6981)
PRC1	unnamed (-23436), unnamed (-76)
PRCD	unnamed (+1016), unnamed (+17634), unnamed (+20224), unnamed (+27810)
PRDM1	unnamed (-35), unnamed (+22074)
PRDM10	unnamed (-4225), unnamed (-354), unnamed (+25787), unnamed (+28022)
PRDM12	unnamed (-21457), unnamed (+16822)
PRDM13	unnamed (-2932), unnamed (+14310)
PRDM15	unnamed (-126), unnamed (+1549)
PRDM4	unnamed (+579)
PRDM7	unnamed (-28989), unnamed (-19098), unnamed (+27719), unnamed (+28910)
PRDM8	unnamed (-7808)
PRDX1	unnamed (+9133)
PRDX2	unnamed (+7723), unnamed (+9083)
PRDX3	unnamed (-6538), unnamed (-140)
PRDX4	unnamed (-52)
PRDX5	unnamed (-374), unnamed (+9564), unnamed (+15736), unnamed (+17083), unnamed (+17483)
PRDX6	unnamed (-6452), unnamed (-208), unnamed (+12134), unnamed (+19874), unnamed (+26272)
PRELID1	unnamed (-33), unnamed (+6066)
PRELID2	unnamed (-19618), unnamed (-77)
PRELID3A	unnamed (-11217), unnamed (+94)
PRELID3B	unnamed (-18674), unnamed (+244)
PRELP	unnamed (-15844)
PREX1	unnamed (-26253), unnamed (-18977), unnamed (-16611), unnamed (-15452)
PREX2	unnamed (+6133)
PRF1	unnamed (+23037), unnamed (+26754)
PRG4	unnamed (-7610)
PRICKLE3	unnamed (-90)
PRIM1	unnamed (-112)
PRIMA1	unnamed (+12521)
PRKAA2	unnamed (-17346)
PRKAB1	unnamed (-5577), unnamed (-1973), unnamed (+142)
PRKAB2	unnamed (-2873)
PRKACA	unnamed (-191)
PRKACG	unnamed (-5929), unnamed (-5582), unnamed (-4758), unnamed (+14323)
PRKAG1	unnamed (+5105)
PRKAG2	unnamed (-11102)
PRKAG3	unnamed (+5202)
PRKAR1A	unnamed (-424)
PRKAR1B	unnamed (+13873), unnamed (+24240)
PRKAR2A	unnamed (+21208)
PRKAR2B	unnamed (-26471), unnamed (-20974), unnamed (-9022), unnamed (-7901), unnamed (-91), unnamed (+4002), unnamed (+19782)
PRKCA	unnamed (-6405), unnamed (-959), unnamed (+19102)
PRKCB	unnamed (-9173), unnamed (+2037), unnamed (+22669)
PRKCD	unnamed (-23041), unnamed (-20178)
PRKCE	unnamed (-11020), unnamed (-1547), unnamed (+17459)
PRKCG	unnamed (-4654), unnamed (+4097)
PRKCI	unnamed (-24254), unnamed (-10503)
PRKCQ	unnamed (-8075), unnamed (-3298)
PRKCSH	unnamed (-298), unnamed (+23200)
PRKCZ	unnamed (-5514)
PRKD2	unnamed (-19668), unnamed (+19277), unnamed (+19857), unnamed (+25511)
PRKDC	unnamed (-561)
PRKRA	unnamed (-103)
PRKRIP1	unnamed (-41)
PRKX	unnamed (+11903)
PRM1	unnamed (-28695), unnamed (-16384)
PRMT1	unnamed (+309)
PRMT3	unnamed (-4)
PRMT5	unnamed (+97)
PRMT6	unnamed (-7)
PRMT9	unnamed (-25045), unnamed (+13), unnamed (+964)
PROC	unnamed (-28187), unnamed (-10302), unnamed (-2459), unnamed (+460), unnamed (+3188), unnamed (+18453), unnamed (+19798)
PROCR	unnamed (+2671), unnamed (+24422)
PRODH	unnamed (+6774), unnamed (+28324)
PRODH2	unnamed (-20853), unnamed (+9626), unnamed (+11249), unnamed (+15463)
PROK1	unnamed (-17141), unnamed (+3304), unnamed (+6823), unnamed (+23119)
PROK2	unnamed (-2955)
PROKR1	unnamed (+24011)
PROM1	unnamed (+15835)
PROM2	unnamed (-2903)
PROP1	unnamed (-1222)
PROX1	unnamed (+17020)
PROZ	unnamed (-4693), unnamed (-921)
PRPF19	unnamed (-3270), unnamed (+64), unnamed (+694), unnamed (+16376)
PRPF3	unnamed (-1)
PRPF31	unnamed (-868), unnamed (+293)
PRPF38A	unnamed (-19)
PRPF38B	unnamed (-12546)
PRPF39	unnamed (-6), unnamed (+11261)
PRPF4	unnamed (+9683)
PRPF40B	unnamed (-6653)
PRPF4B	unnamed (-2581), unnamed (-32), unnamed (+11312)
PRPF6	unnamed (-6013), unnamed (-735), unnamed (-113), unnamed (+27917)
PRPH	unnamed (-29778), unnamed (-28679), unnamed (-20676), unnamed (+12223)
PRPH2	unnamed (-11511), unnamed (-9624), unnamed (+10414)
PRPS1	unnamed (+543)
PRPSAP2	unnamed (-17697), unnamed (-1813)
PRR12	unnamed (+1901)
PRR13	unnamed (-16571), unnamed (-3580), unnamed (+98)
PRR14	unnamed (+7060), unnamed (+25730)
PRR16	unnamed (-6282)
PRR3	unnamed (-432), unnamed (+430)
PRR5	unnamed (-5153), unnamed (-169)
PRR5-ARHGAP8	unnamed (-246)
PRR7	unnamed (-8989), unnamed (+605), unnamed (+7877), unnamed (+8558), unnamed (+10946), unnamed (+22523)
PRR9	unnamed (-61), unnamed (+21144)
PRRC1	unnamed (-10842), unnamed (+3900)
PRRC2B	unnamed (-25396)
PRRC2C	unnamed (-23883), unnamed (-127), unnamed (+414)
PRRG2	unnamed (-646)
PRRG3	unnamed (+5573)
PRRT1	unnamed (+20213)
PRRT2	unnamed (-4427), unnamed (-3536)
PRRT3	unnamed (-27515), unnamed (-27057), unnamed (-25810), unnamed (-19214), unnamed (-4997)
PRRT4	unnamed (-23251)
PRRX2	unnamed (-20530), unnamed (+13171), unnamed (+13419), unnamed (+19048), unnamed (+28265)
PRSS1	unnamed (-29161)
PRSS16	unnamed (-12172), unnamed (-11867), unnamed (-10526), unnamed (-4696), unnamed (-734), unnamed (+4167)
PRSS2	unnamed (+12530), unnamed (+20856)
PRSS21	unnamed (-4933), unnamed (+420)
PRSS27	unnamed (-19746), unnamed (-18678), unnamed (-949)
PRSS3	unnamed (-19236)
PRSS33	unnamed (-9172), unnamed (-7903)
PRSS36	unnamed (-21821), unnamed (+7570), unnamed (+8263)
PRSS38	unnamed (-22864), unnamed (-5568), unnamed (-43), unnamed (+13220)
PRSS41	unnamed (-3875), unnamed (-2606), unnamed (+13809)
PRSS42	unnamed (-1181)
PRSS45	unnamed (-6208)
PRSS46	unnamed (+10608)
PRSS50	unnamed (-7914), unnamed (-59)
PRSS54	unnamed (+10343), unnamed (+22004), unnamed (+29364), unnamed (+29969)
PRSS57	unnamed (+14727)
PRSS58	unnamed (+26209)
PRSS8	unnamed (-6762), unnamed (-6069), unnamed (+986), unnamed (+6923)
PRTFDC1	unnamed (-6245), unnamed (+7602)
PRTG	unnamed (-21640)
PRTN3	unnamed (-1973), unnamed (+7962)
PRUNE1	unnamed (+5309)
PRX	unnamed (-7950), unnamed (+9811), unnamed (+14524)
PSAP	unnamed (-23535), unnamed (-17056), unnamed (-9223), unnamed (+101), unnamed (+22007)
PSAPL1	unnamed (-25822)
PSCA	unnamed (+1558), unnamed (+4200)
PSD	unnamed (-609), unnamed (-6), unnamed (+22768)
PSEN1	unnamed (+4669)
PSEN2	unnamed (+628)
PSENEN	unnamed (-582)
PSG1	unnamed (-4958), unnamed (+4118), unnamed (+14460)
PSG11	unnamed (-4856)
PSG2	unnamed (-4825)
PSG3	unnamed (+2645)
PSG4	unnamed (-4778)
PSIP1	unnamed (-16225)
PSKH1	unnamed (+29316)
PSMA1	unnamed (+493), unnamed (+1552)
PSMA2	unnamed (-15770)
PSMA3	unnamed (-7453)
PSMA4	unnamed (-72)
PSMA5	unnamed (-18249), unnamed (-451)
PSMA6	unnamed (+175)
PSMB1	unnamed (-440), unnamed (+17929), unnamed (+29697)
PSMB10	unnamed (-3163)
PSMB11	unnamed (+13586)
PSMB2	unnamed (-3074), unnamed (+289), unnamed (+12610)
PSMB3	unnamed (-237)
PSMB4	unnamed (-52)
PSMB5	unnamed (+13574)
PSMC1	unnamed (-25349), unnamed (-21019)
PSMC2	unnamed (-48), unnamed (+2696), unnamed (+3179)
PSMC4	unnamed (-10978), unnamed (-64), unnamed (+834)
PSMD1	unnamed (-15387)
PSMD11	unnamed (+178)
PSMD14	unnamed (+636), unnamed (+2004)
PSMD2	unnamed (-28443), unnamed (-9785)
PSMD3	unnamed (-21)
PSMD4	unnamed (-50)
PSMD6	unnamed (-151)
PSMD7	unnamed (-4718)
PSMD8	unnamed (-18265), unnamed (-26)
PSMD9	unnamed (-75), unnamed (+628), unnamed (+5352)
PSME3	unnamed (-138)
PSME4	unnamed (-212)
PSMF1	unnamed (-16401), unnamed (-141), unnamed (+4068)
PSMG1	unnamed (+448)
PSMG3	unnamed (-27576), unnamed (-16934), unnamed (-110), unnamed (+7578)
PSMG4	unnamed (-20803), unnamed (-10950), unnamed (-6283), unnamed (+29566)
PSORS1C2	unnamed (+16178)
PSPC1	unnamed (-12672)
PSPH	unnamed (-7)
PSRC1	unnamed (-15633), unnamed (-8164), unnamed (-56), unnamed (+8275), unnamed (+13761), unnamed (+19073)
PSTK	unnamed (+355)
PSTPIP1	unnamed (-2650)
PSTPIP2	unnamed (+15017)
PTAFR	unnamed (+17736)
PTAR1	unnamed (-12060), unnamed (-4000)
PTBP1	unnamed (-26664), unnamed (+104), unnamed (+14263)
PTBP2	unnamed (+808), unnamed (+5636)
PTCD1	unnamed (+122), unnamed (+23619)
PTCD3	unnamed (-335)
PTCH1	unnamed (-13197), unnamed (-8211), unnamed (-2910), unnamed (-2162), unnamed (-669)
PTCH2	unnamed (-20183), unnamed (+23330)
